id;acronym;status;title;startDate;endDate;totalCost;ecMaxContribution;legalBasis;topics;ecSignatureDate;frameworkProgramme;masterCall;subCall;fundingScheme;nature;objective;contentUpdateDate;rcn
815452;KL-IND;SIGNED;A small and robust approach to 3D machine vision;01.06.18;30.11.18;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;Efficient industrial production of the future as propagated under the term industry 4.0 requires powerful and flexible sensors recording more than just 2D. The global market for such machine vision solutions is huge (USD 9.10 billion in 2016) and still growing strong (predicted CAGR of 8.5% until 2025).Available approaches to record 3D and other light features all have certain shortcomings. Our patented technology has the potential to address some if not all such flaws. It is small, video-capable, compatible, robust to reflections and precise. It is based on recent university research and currently still in the early prototyping phase.With this application, we want to secure funding to perform a comprehensive feasibility study and develop a business plan for the use of our technology to industrial automation challenges.With our experienced team of computer vision engineers including the inventor of our technology and leading companies in optical inspection as cooperation partners, we have ideal resources to perform meaningful analysis and for implementation in a relating next phase.;26.11.20 07:16;228585
954825;PanC-ASAP;SIGNED;AbilityPharma: Accelerating Solutions for Pancreatic Cancer;01.07.20;31.12.22;3322666.25;2325865.38;;EIC-SMEInst-2018-2020;;H2020;;H2020-EIC-SMEInst-2018-2020-3;SME-2b;;ABTL0812 is a first-in-class fully differentiated oral targeted anticancer compound that produces autophagy-mediated cytotoxicity selectively in cancer cells. In preclinical studies, ABTL0812 showed efficacy as a single agent and in combination with current standard-of-care treatments in in vitro and animal models of pancreatic cancer, an orphan disease with an urgent unmet clinical need for new efficacious and safe therapies. Treatment with ABTL0812 induced tumor regression without increasing the toxicity associated with chemotherapy. These results granted an Orphan Drug Designation (ODD) to ABTL0812 for pancreatic cancer treatment from the EMA and the FDA.Moreover, ABTL0812 is a clinical stage drug. A first-in-human phase 1/1b clinical trial, designed to evaluate ABTL0812 in 29 cancer patients with advanced solid tumors, demonstrated that the drug was safe and well tolerated and no dose-limiting toxicities were reported. In addition, two patients showed 14-month and 18-month disease stabilization (TRL7). AbilityPharma’s objectives for the present project are to complete the next stage of the clinical development of its first drug candidate ABTL0812, a potential game changer in the treatment of pancreatic cancer, and to commercialize the results of the study through a licensing agreement. AbilityPharma will start a phase 2 clinical trial in pancreatic cancer to investigate ABTL0812 in combination with the standard-of-care chemotherapy, which has the potential to address this urgent unmet medical need by providing a safe and efficacious treatment. After finishing the clinical trial (TRL8), we will establish a partnership (licensing deal) with a big pharma partner which will further develop ABTL0812 to make it available to pancreatic cancer patients (TRL9). Finally, once the company has licensed its first candidate, the company will continue focusing in the development of new anti-cancer candidates based on the induction of cytotoxic autophagy in cancer cells.;14.04.21 22:31;230226
959492;Klikkit;SIGNED;Advanced telemedicine button-based platform as a versatile solution for care organisations to manage elderly patients medication and treatment plans remotely;01.08.20;31.01.22;1372185;960529.5;H2020-EU.2.3.;EIC-SMEInst-2018-2020;16.07.20;H2020;H2020-EIC-SMEInst-2018-2020;H2020-EIC-SMEInst-2018-2020-3;SME-2b;;Klikkit combines Bluetooth buttons, a hub (hardware) and a software platform. A set of independent colour-coded buttons allowend-users to confirm adherence of treatment, e.g. taking pills on time. The buttons are re-programmable and can alert the end-userby sound at any interval specified.The button can be directly attached to any type of treatment, e.g. a pill box, a cream, an inhaler or even a water bottle. Any end-usercan use as many buttons as they like. The buttons are designed to be highly visible and alerts are very easy to hear. Each button isdedicated to a treatment, and the client can name each accordingly via the software platform. The input from the buttons providesthe client with an overview fed into current health management systems on individual treatment adherence. Programming of abutton is as easy as using any smart-phone app. The hub compares to an internet router. It is an install-and-forget device, whichsupports stability and ease-of-use of the solution. The software platform can integrate with any health management solution, andcompiles input from the buttons, i.e. patient adherence information. The platform offers overviews of input from end-usersindividually, in groups and as a population.;27.09.21 00:32;230438
946255;RE-CREATE;SIGNED;Eco-innovative building products for sustainable construction in a circular economy;01.04.20;31.03.22;3033718.75;2123603.13;H2020-EU.2.3.;EIC-SMEInst-2018-2020;03.04.20;H2020;H2020-EIC-SMEInst-2018-2020;H2020-EIC-SMEInst-2018-2020-3;SME-2b;;Criaterra develops regenerative construction materials and products to enable the transformation of the building industry into a circular economy. Globally, construction and the use of building materials account for 50% of extracted materials, 50% of its energy consumption, 33% of its water consumption and 33% of all waste generation. The construction material manufacturing process incinerates virgin materials, changing their natural properties and rendering them non-biodegradable and eventually problematic waste. This resource-intensive process is a massive CO2 emitter, and revolutionizing it is a key EC priority. The circular economy represents a €4 trillion opportunity however, with a global economy that is only 9.1% circular, there is a massive circularity gap.  Redesigning the entire lifecycle of building products and their production methods is central to reducing the environmental impact of the construction industry and developing a circular economy. Criaterra’s disruptive innovation produces products using minimal energy (90% energy savings compared to ceramics), generate minimal emissions (97% GHG savings compared to concrete), are manufactured from up to 70% recycled materials and are 100% recyclable and 100% biodegradable. They have the strength of concrete and very low thermal conductivity. They dramatically reduce the energy consumption, waste stream and CO2 emissions of the built environment. The global green building materials market size is expected to reach €323 billion by 2022 rising from 170 billion in 2016, at a CAGR of 11.2%. It is Criaterra’s goal to use this opportunity to become a leader in developing circular, regenerative materials using low embedded energy production practices in construction. Criaterra’s 2-year innovation project expands the product portfolio, industrializes the production method and reduces production costs, achieving competitive pricing to reach a broad market and drive green construction towards a circular reality.;04.10.21 19:27;228497
896848;NanoQSAR;SIGNED;Structure-activity relationship modelling of REACH-relevant endpoints to predict the toxicity of engineered nanomaterials;15.07.21;14.07.23;172932.48;172932.48;;MSCA-IF-2019;;H2020;;H2020-MSCA-IF-2019;MSCA-IF-EF-SE;;Nanotechnology is one of the fastest growing and most promising technologies in our society (Forster et al. 2011), promoting the development a new generation of smart and innovative products and processes that have created tremendous growth potential for a large number of industry sectors such as composites, colouring, ceramics, electronics, nutrition, cosmetics, energy, optics, automotive, as well as numerous other industrial sectors.Currently, there is a need of ensuring a safe and sustainable development of the nanotechnology, which implies a better understanding of the potential harmful effects that ENMs may have on human´s health or the environment. New paradigms are necessary to identify high concern ENMs and predict relevant endpoints for risk assessment, reducing the cost andtimescale derived from the use of in vivo or in vitro assays.QSAR approaches have only recently been used to predict biological effects of ENMs, with only few Quantitative Nano- Structure Activity Relationships models described in the literature. The lack of available data explains why there is almost no literature reporting the use of computational modelling techniques applied to ENMs, especially in the area of nanotoxicology. On the other hand, current toxicological regulation, such as the Registration, Evaluation, Authorisation and Restriction ofChemicals (REACH), strongly promotes the use of these predictive modelling.On the basis of the concept of the project, the main objective of the Nano-QSAR project is to develop new scientifically validated QSARs models to predict REACH relevant toxicological, ecotoxicological and environmental endpoints of a priority list of ENMs such as Metal Oxide Nanoparticles (MOx) and Quantum Dots (QD) on the basis of available literature and own experimental data.;24.04.21 01:04;230672
946602;OA;SIGNED;AI & NLP applied to semantic targeting in Search Engine Marketing;01.04.20;31.03.22;2478358.13;1500000;;EIC-SMEInst-2018-2020;;H2020;;H2020-EIC-SMEInst-2018-2020-3;SME-2b;;WHO WE ARE? OrbitalAds is a Spanish start up founded with mission of helping our clients make the most of their online advertising investment, create perfect ads and keep on improving their conversion results automatically saving time, money and effort. WHAT IS OA PROJECT ABOUT?SEM is a form of Internet marketing that involves the promotion of websites by increasing their visibility in search engines through paid advertising and keywords are the most fundamental and significant element of SEM.Selection of the right keywords is one of the most challenging topics when running an effective marketing campaign. However, the selection and generation of the perfect keywords is a huge challenge. Just think that in Google, up to five billion searches are made every day in more than one hundred languages, so imagine the incalculable number of possible keyword combinations.Evidently, a truly efficient management of keywords can never be performed manually, but surprisingly, keywords management is the only process that after almost 20 years is still performed manually in SEM strategies.We have been the first and only ones to develop a solution for automatization of the keywords management process using Language Agnostic Smart Semantic Targeting based on Natural Language processing and Machine Learning. OA technology is capable of “understanding” words in hundreds of languages and phrases combining different words within a semantic context, to fully automate the keywords section process in SEM campaigns.OA has the true potential to become the global referent player in automatization of digital Advertising, which is a multibillion market that represents for us a €7 Billion market opportunity. The Series A round we are seeking now, would allow us embracing this business opportunity. We are requesting €3M (50% Grant + 50% equity) to the EC, to help us achieving our goals and bring EU at the forefront of the digital advertising market.;15.04.21 03:36;228339
898312;SmartHeart;SIGNED;SmartHeart, a 3D in vitro assay for improved assessment of cardiac drug efficacy and toxicity;02.03.20;21.06.22;196707.84;196707.84;;MSCA-IF-2019;;H2020;;H2020-MSCA-IF-2019;MSCA-IF-EF-SE;;Currently, animal models are still widely used in the pre-clinical stage of drug development to mimic human diseases or predict the human body’s response to candidate drugs. However, their use should be minimized as much as possible due to ethical issues and since only 9.6% of drugs entering phase I of clinical trials end up being commercialized.  Therefore, the goal of this action is to develop a novel proprietary 3D in vitro cardiac assay.  The SmartHeart will retrieve several of the most important read-outs commonly assessed to study the impact of drugs at the cardiac level in the pre-clinical phase. The all in one assay will be based on a microstructured gel where cardiac cells, as cardiomyocytes derived from induced pluripotent stem cells will be cultured. The SmartHeart will answer to the shortcomings of academic and commercial available in vitro assays, by enabling the qualitative and quantitative measurement of several parameters, as contractility and Calcium transients. Simultaneously, the assay will enable sub-cellular structure observation via high-resolution imaging techniques. Furthermore, the 3D nature of the assay will contribute to the efficient maturation of the induced CMs, which is still a limiting factor when not using cardiac human cells, but rather induced CMs, in in vitro assays. The ultimate aim of the project is to make this device available to screening platforms, e.g. Pharma or CROs. The technology will be implemented in multiwell plates compatible with the standards of HTS/HCS and will be available to early-users, from whom feedback will be acquired, enabling to fine tune the specifications of the final device. This project will meet the best of the ER competences in physics, with the expertise of 4Dcell in 3Dcell culture systems. With this project, the ER will reach a level of maturity on several technological, managerial and industrial aspects providing her a new career angle and put her a step closer to act as a leader in research.;07.08.20 14:17;227668
890793;NEMESIS;SIGNED;NEgotiation and MEdiation Sensible Issues' Solutions;15.04.20;14.04.22;184707.84;184707.84;;MSCA-IF-2019;;H2020;;H2020-MSCA-IF-2019;MSCA-IF-EF-SE;;"""Inspired by the greek goddess Nemesis, personification of """"Distribution of Justice"""", neither good nor bad, simply in due proportion to each according to what was deserved.My research is focused on new dispute resolution methods, applying also new technologies, especially online dispute resolution platforms.Seraphin is an online centre whose proceedings have been entirely digitized. Seraphin is well-known for their arbitration centre, enabling the efficient resolution of commercial disputes, but they are currently developing other platforms for Mediation and Negotiation.Nemesis will focus on the link between the advanced research on online dispute resolution - from an academic perspective - and the real online world - with all the different cases and practical issues to face off on a daily basis - in order to develop a common path with solid research basis, due to the state of the art and best practices acquired during my academic career,and a practical/pragmatic mindset, due to the issues faced everyday on the online Seraphin platforms.This project concerns legal research with interdisciplinary aspects, incorporating insights from disciplines such as computer science, economics, and regulation theory. While scholars and regulators are concerned about forms and numbers of ODR providers, an in-depth study of the practical implications of e-mediation is lacking. This project is among the first to apply academic and practical perspective to e-mediation. The desk research will be enriched with insights from the workshops –an innovative approach for legal research.""";20.04.21 00:23;227729
947471;SMARTSTAIR;SIGNED;Robotic Production of EPS Formwork for cost-effective Concrete Stairs;01.03.20;28.02.22;1354245;947971.5;;EIC-SMEInst-2018-2020;;H2020;;H2020-EIC-SMEInst-2018-2020-3;SME-2b;;"Founded in 2012, Odico A/S is an international pioneer in the emerging field of ro¬botics for the construction industry. In 2014, Odico became the first company in the world to produce form¬work (i.e. molds for concrete casting) with robotic hotwire cutting and Expanded Polystyrene (EPS) blocks for a commercial project – the iconic Fjordenhus in Vejle (Denmark) designed by the world-famous artist Olafur Eliasson. We have completed over 250 robot manufacturing projects in 6 countries, in¬cluding several high-profile construction projects, such as the Opus Dubai building.Today, producing formworks (i.e. molds) for a typical concrete staircase takes up to 4 person-days. Our SmartStair innovation will do this in under 30 minutes; 64x faster than existing technology. SmartStair is a containerized, full-feature robot production system developed by Odico and currently patent-pending. It replaces non- value-added manual work and enables concrete manufacturers to slash formwork manufacturing costs by up to 88%.The system comprises a) an industrial robot with b) a proprietary wire-cutting tool, c) groundbreaking robot control software developed by Odico, and, d) all assembled in a containerized Internet-of-Things (IoT) platform. With the easy-to-use SmartStair App for iPad, the concrete pre-manufacturer designs the formwork according to project specifications, in just a few minutes.SmartStair addresses our customers’ severe pain points: building formworks for staircases is expensive, time-intensive and generates +100M tons of timber waste annually in Europe alone. The market opportunity is massive. Our Total Addressable Market is €2.13Bn and will reach €2.48Bn by 2026 at a CAGR of 5%. We aim to rapidly penetrate this market by introducing a far superior technology. Through our hardware + software licensing business model, we expect a market share of 1.8% (of Serviceable Available Market), a turnover of €23.5M, EBITDA of €6.5M and headcount of 87 people by 2025.";15.04.21 01:08;227265
855610;PIPESCANNER;CLOSED;Precise Condition Assessment of Metallic Pipes Dramatically Reducing Maintenance and Investment Cost in District Heating and Drinking Water Pipe Networks by pinpointing Pipe Segments to be replaced;01.01.20;30.04.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;Operators of water disOperators of water distribution and district heating DH systems, must deal with current inefficient non-preventive pipe maintenance based on empirical/indirect data or on acting once the leakage has been already manifested. The few pre-emptively technology on the market is currently unavailable for DH pipes (T°>120°C) and give incomplete data for large-scale predictions. Hence, today DH pipe’s care and maintenance cost is high, because pipes are either exchanged too early or too late. We are Breivoll Inspection Technologies (Norway). Our mission is to provide a highly reliable operation of pipe networks with low downtimes, risks, and maintenance. We have developed PIPESCANNER, a ground-breaking acoustic resonance scanner to fully assess water/DH pipes, mm per mm. PIPESCANNER detect the inner and the outer wall abrasion caused by corrosion via ultrasonic resonance, offering a complete 360° map of its current state. Then, our software analyses the collected dataset and provides a comprehensive risk & cost assessment pipe maintenance based on forecasting approach. PIPESCANNER inspection service is now successfully commercialized across the water distribution segment, having covered >137km of pipes in 7 countries, and proving outstanding savings in pipeline maintenance: 63% in water distribution (Oslo VAV) and 77% in district heating (MOEK, Russia). After this SME project, we expect to operate our technology under the specific high-temperature requirements of DH pipes, becoming first movers in their Operation and Maintenance (O&M). With over 2% of the European water pipes being replaced each year, and DH making up 10% of all of Europe’s heating infrastructure, PIPESCANNER will has a positive impact for both Europe and our company: we expect to reach 5,000 DH companies by entering the largest DH markets in the EU and Russia, achieving €35 million of cumulative revenues (€21 million profits) (ROI of 9.5). and hiring at least 10 new people by 2025;19.12.20 15:25;226764
946887;CellSorb;SIGNED;Cost-efficient and safe cellulosic food pad;01.04.20;31.03.22;3290163.75;2303114.63;;EIC-SMEInst-2018-2020;;H2020;;H2020-EIC-SMEInst-2018-2020-3;SME-2b;;Food pad absorbers used in the fresh food packaging to soak up the exuded liquid and keep food fresh are made of synthetic superabsorbent polymers (SAPs) – i.e. 90% of the market share - due to their superior price-efficiency balance. Nevertheless, proven toxicity and carcinogenic effects related with their use have raised growing health concerns. To put these dangerous practices aside, the need of economical biodegradable and non-toxic pads to compete with the synthetic ones are on the rise.CELLCOMB a Swedish company specialized in cellulose-based laminated products, has developed CELLSORB- a totally safe (i.e. non-toxic) closed food pad made from bioplastics and natural absorbent micro-cellulose material with the following superior features: 1) highly absorption capacity, similar with the performance of synthetic food pads, 2) It is fully compostable and 100% renewable, and 3) Competitive pricing over synthetic made food pads.Through CELLSORB, we will position us as a competitive company in the framework of alternative natural absorbent materials for fresh food packaging. We expect to reach around 20% share of the European food pad industry by 2026. Our highly absorbent micro cellulose material will not only be constrained to the food pads but in a long term it will expand its application to other known verticals like diapers, feminine hygiene and wound care products, highly demanded. The impact of CELLSORB in our whole business is expected to allow us growing 5-fold, and reaching an EBITDA of €12.1 million by 2026.;15.04.21 01:10;227452
950822;Bio-LP-1;SIGNED;A novel rapid environmental test for the human pathogen Legionella;01.04.20;31.03.22;2826040;1978228;;EIC-FTI-2018-2020;;H2020;;H2020-EIC-FTI-2018-2020;IA;;"Traditional microbiological culture for Legionella bacteria takes up to 14 days to provide a result. While some rapid methodologies have been developed they require 2-3 tests to be completed meaning it can take 3 days for a result and they also require capital investments in costly specialised equipment.Bio-LP-1 is a novel rapid test which has the capacity to transform the environmental global testing landscape for the human pathogen Legionella.Bio-LP-1’s unique selling point is that it provides a complete identification of Legionella to the serogroup level in a single test using molecular technologies.This is a diagnostic breakthrough, as all existing competitors can only offer 2 or 3 stage molecular tests to generate the equivalent result. The single test Bio-LP-1 product format is 5 x FASTER than the nearest competitor, Offers €319,200 pa savings for large test laboratories conducting at least 50,000 tests per year. Bio-LP-1 – offers a faster time to result; yields more robust information; requires less hands on time; requires no specialised equipment and ultimately has the potential for significant cost savings.Current estimates predict that the global legionella testing market will reach $352.6 million by 2025 and that the water testing market is the fastest growing sector.We have a best in class consortium:BPD - European experts in development and commercialisation of rapid microbial diagnostic solutions.myPOLs - leader in molecular biology reagent manufacturing.Genaxxon - European leader in sales of innovative molecular IVD products)Control Microbiológico - ENAC accredited large environmental testing laboratory.)BPD and myPOLS have previously collaborated in the development of Bio-Lp-1, over past 12 months to bring Bio-LP-1 to TRL 6";28.05.21 23:08;227266
945698;HEARTguide;SIGNED;Disruptive personalized pre-operative planning tool for transcatheter procedures;01.12.19;30.11.21;4682512.5;3214583.75;;EIC-SMEInst-2018-2020;;H2020;;H2020-EIC-SMEInst-2018-2020-3;SME-2b;;While transcatheter procedures for heart structural diseases present strong advantages over open-heart surgeries, their adoption remains low. Indeed, the difficulties to predict the optimal size and positioning of the heart implant cause high rate of complication. FEops has developed HEARTguide, a cloud-based pre-operative planning tool that will enhance the use of the transcatheter procedures. HEARTguide simulates virtually the interactions between the implant and the real patient anatomy. HEARTguide predictive power was shown in a retrospective clinical trial on 80 patient cases. HEARTguide is CE marked for two indications. The next generation of HEARTguide will be artificial intelligence-powered and the analysis will be automated. The enhanced platform will be clinically validated through four clinical trials including 700+ patients and limited access releases with selected physicians. The data base contains 1000+ patient data that surpasses all over tools marketed.Agreements have been established with several worldwide implant manufacturer leaders to run feasibility studies and clinical trials. The commercial launch of HEARTguide is planned for 2024 and intends to be clinically validated for four different applications. HEARTguide will be marketed in EU, US, China and Japan following market approvals by the respective competent authorities. Our business model is to include HEARTguide in the implant package sold by implant manufacturers to hospitals. According to our estimations, the company will grow to 125 employees by 2024 while generating a positive EBITDA of €10M.;15.04.21 14:09;227981
898458;EnFoRCe;SIGNED;Effects of Electric Fields on tuRbulent Combustion;01.10.20;30.09.22;184707.84;184707.84;;MSCA-IF-2019;;H2020;;H2020-MSCA-IF-2019;MSCA-IF-EF-SE;;"""The application of an external electric field has proven to be a very effective way of controlling combustion. Laboratory test cases have shown that this technology is capable of controlling many aspects of premixed and non-premixed combustion in small burners as well as in industrial-scale systems. However, the fundamental aspects of this interaction between a reacting flow and an electric field remain mostly unknown and this prevents the application of this technology in industrial applications. The complexity of the required models and the large computational cost associated with the simulation of the electric response of a flame to an electric field have so far limited the numerical analysis of this type fo flows to one-dimensional and two-dimensional configurations taking into account only laminar flames. Considering that most of the industrial burners are operated in the turbulent regime, it appears necessary to shed light on the behavior of electrified flames at high Reynolds number. In this context, the present project proposes to study the behavior of a turbulent reacting mixing layer impinged by an external electric field using a detailed description of the reacting and transport phenomena involved in this flow. The calculation of this complex configuration will be allowed by the use of the parallel computing paradigm proposed with the """"Regent"""" programming language recently developed at Stanford University. The result of these calculations will allow me to extensively define the modification induced by the imposed electric field on the thermochemical fields produced in the turbulent reacting layer as well as the impact of the electric force on the statistical properties of the turbulence. Moreover, the database obtained with these calculations will be used as a benchmark solution for the development and validation of a reduced-order model necessary for the calculation of electrified reacting flows in industrial applications.""";23.04.21 23:20;227973
894584;Evo-Devo-Whales;SIGNED;From Land to Water: the Role of Development in the Evolution and Diversification of Baleen and Toothed Whales;07.09.20;06.09.22;212933.76;212933.76;;MSCA-IF-2019;;H2020;;H2020-MSCA-IF-2019;MSCA-IF-EF-RI;;Cetaceans (baleen whales and toothed whales) are a distinctive group of mammals that has evolved unique adaptations to live in water. Their impressive fossil record traces their evolution from their terrestrial ancestors (Artiodactyla), to the present aquatic forms. All living cetaceans have flippers instead of limbs, possess a blowhole at the top of the head instead of an anteriorly-positioned nose. They have also developed a characteristic head shape connected to their feeding mode: while baleen whales have lost their teeth and feed using keratinous plates called baleen, toothed whales have evolved the ability to locate their prey using sound waves (echolocation). Changes in prenatal development (ontogeny) played a major role in allowing these animals to evolve the skull adaptions they currently display related to their peculiar traits. Though, little information is available on their development, limiting our understanding of the role of ontogeny in the evolution of modern cetaceans.This project aims to apply 3-dimensional (3D) imaging and cutting-edge geometric morphometric (GM) and phylogenetic methods to quantify the ontogeny of the skull in a diverse sample of cetaceans and terrestrial artiodactyls in order to reconstruct how development has shaped the evolution and diversification of this unique group of mammals. This project will produce high-quality 3D datasets that will be shared in on-line repositories, making rare fetal specimens of toothed and baleen whales accessible for further research and for outreach initiatives. The project will benefit from the expertise in GM methods of a world-renowned researcher and her team, and the vast collection of specimens available at the host institution. Through this fellowship, the researcher will be reintegrated in the European scientific community and master key skills to then start her independent career. She will learn new methodologies, while strengthening transferrable professional skills.;23.04.21 23:35;228373
896473;BlueFlowCell;SIGNED;Synthesis of methylene blue  and some new thioether derivatives with an enhanced electrochemical microflow cell;01.09.20;31.08.22;184707.84;184707.84;;MSCA-IF-2019;;H2020;;H2020-MSCA-IF-2019;MSCA-IF-EF-SE;;"Methylene blue is the first fully synthetic drug used in medicine, the most effective and safe medicines needed in a health system. In addition, thioethers derivatives are important materials that are used in organic, bioorganic and medicinal chemistry and are also known to exhibit different biological activities such as antioxidant and antibacterial. These compounds are synthesized commercially by chemical methods that suffer from significant limitations, such as expensive and toxic reagents, solvents, tedious work-up, safety problems. Organic electrosynthesis is recognized as a typical environmentally friendly process with features that many of which cannot be achieved by other methods. Most electroorganic processes are performed under reagentless and mild conditions in one step using efficient and ecofriendly methods and are in agreement with all the principles of green chemistry. Within this field, the use of microreactors in continuous flow is also concurrent with electrochemistry because of its convenient advantages over batch, such as no supporting electrolyte at all, due to the small distance between electrodes; high electrode surface-to-reactor volume ratio, short residence time and etc. This project aims to fabricate an electrochemical flow microreactor by the novel method of photolithography to decrease the interelectrode gap below 100µm. Thus, the resulting device should be suited to the electrosynthesis of a wide range of reactions without a supporting electrolyte solution. Through the present project, we also aim electrochemical synthesis of methylene blue and some new thioethers derivatives for the first time with a facile one-pot and supporting electrolyte-free method. Overall, this method has shown to be a promising tool for electrosynthesis and improving the outcome of standard batch cells. As well as, during the whole of the project the ER will gain maximum knowledge in microfluidic integrated devices and benefit from entrepreneurship skills.";23.04.21 23:18;227952
890930;SkinMicrobiome;SIGNED;Paradigm Change in Skin Health: Novel Microbiome-based Cosmetics for Acne and Other Skin Conditions;01.02.20;31.01.22;1856055;1299238.5;;EIC-SMEInst-2018-2020;;H2020;;H2020-EIC-SMEInst-2018-2020-3;SME-2b;;S-Biomedic has developed a disruptive technology to directly modulate the skin microbiome, enabling a wide range of applications in dermatology. The first product is a cosmetic for acne prone skin (TRL6) with proven efficacy and safety in an area where competing products are either ineffective or cause severe side-effects. Acne is amongst the 10 most prevalent diseases globally and the main reason for people to consult a dermatologist. It affects the life quality of millions of Europeans and represents a market of €4.4 billion. S-Biomedic’s novel skin probiotic product will be launched in 2021 in selected European countries, and will allow reducing current treatments from years to weeks and preventing the actual relapse episodes of acne.S-Biomedic is leading the skin microbiome field based on a unique combination of approach, technology and careful IPR protection. Backed by global industrial partners with an unparalleled reputation in the personal care industries, such as Johnson & Johnson, DSM and Beiersdorf, S-Biomedic has successfully accelerated its R&D and turned its platform technology into a high-potential product pipeline. However, the ambitious challenge posed by the launch of a new cosmetic product in the market can only be met to its full potential with the support of the EIC pilot. The SkinMicrobiome project will support S-Biomedic in the route to market and accelerate its growth, enabling sales >€55M by 2028, positioning it among the Top 10 acne brands globally, with a projected market share of 2,58%. SkinMicrobiome will allow to hire employees with commercial and marketing background, who will complement a multidisciplinary team led by excellent business and scientific professionals. SkinMicrobiome will become a key cornerstone for the successful launch of the first highly innovative cosmetic and will enable S-Biomedic to lead at the forefront of microbiome-based solutions not only in Europe but also on a global level.;15.04.21 12:19;227893
843843;Pituitary enhancers;SIGNED;Identification and functional validation of novel enhancer sequences involved in pituitary gland development and pathology;16.03.20;15.03.22;183473.28;183473.28;;MSCA-IF-2018;;H2020;;H2020-MSCA-IF-2018;MSCA-IF-EF-RI;;There is a fundamental gap in understanding how the GPR101 gene regulates human growth in physiological and pathological conditions. Children’s growth is remarkably clinical relevant and is an important indicator of their health and general well-being. The specific objective of this proposal is to identify the molecular mechanisms underlying GPR101 overexpression in the pituitary tumors of children with GPR101 duplications causing X-linked acrogigantism (X-LAG).My central hypothesis is that GPR101 duplications disrupt the structure of the local chromatin, leading to the creation of a new chromatin domain where de novo enhancer-promoter interactions take place, causing abnormal GPR101 expression. This hypothesis will be tested by pursuing three specific aims:1.Elucidate the transcriptional regulation of GPR101 in normal and pathological conditions2.Identify and functionally characterize novel pituitary-specific enhancer sequences3.Investigate these regulatory sequences in patients with different pituitary pathologies.To achieve aim 1) I will perform an in vitro functional characterization of GPR101 promoter: promoter activity will be studied by luciferase-based reporter assays, by conducting a methylation analysis, and by determining its accessibility to transcription factors.To achieve aim 2) I will  validate my preliminary results showing the formation of a novel chromatin domain by 4C-Seq. Four putative enhancer sequences located within the duplicated GPR10 region and identified in silico will be functionally evaluated in vitro to establish their impact on transcriptional activity. To identify novel pituitary-specific enhancers, a whole-genome profile of enhancer-specific histone marks will be performed in normal and tumoral pituitary cells by ChIP-Seq.To achieve aim 3) I will screen patients with different pituitary disorders for mutations (Sanger sequencing) and structural variations (CNV assays) in the functionally-verified enhancers.;12.03.20 12:12;227676
894001;Pept-AGE;SIGNED;Elucidating the molecular mechanisms of age-related muscle loss to inform Artificial Intelligence-based discovery of novel peptide therapeutics for sarcopenia.;02.06.20;01.06.22;196590.72;196590.72;;MSCA-IF-2019;;H2020;;H2020-MSCA-IF-2019;MSCA-IF-EF-SE;;Loss of muscle function through advancing age, injury or disease significantly decreases both the quality of life and life expectancy of millions of individuals globally. Treatments tackling this issue have proven elusive as in vitro systems aimed at modelling age-related muscle atrophy are primarily murine based and fail to capture the complexity of this process in humans. In particular, these models neglect to accurately account for the impact of cellular-ageing and senescence on the advancement of sarcopenia-induced muscle wastage. This project aims to address these problems by firstly developing a more human aligned in vitro ageing model to elucidate key pathways associated with muscle loss. From this in vitro model, we will identify key mechanistic pathways driving age-related muscle loss at the transcriptional and translational level. Supplied with suitable data, artificial intelligence (AI) has to potential to rapidly accelerate the discovery of novel therapeutics. As such, here, informed by data derived from the human in vitro model, Nuritas’ proven artificial intelligence platform will be applied to identify novel bioactive peptides that have the potential to counter the impact of cellular aging thus ameliorating muscle loss. This innovative proposal affords the experienced researcher the opportunity to bring his knowledge at the forefront of ageing research back to Europe and combine it with the expertise of an industry leader in AI therapeutic discovery, facilitating decisive two-way intersectoral transfer of knowledge. By integrating these distinct interdisciplinary skillsets this project has the expected outcomes of discovering more clinically relevant, translational models and therapeutics for muscle wastage disorders.;20.04.21 00:34;227931
